flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_reason,distance_miles,aircraft_type
2024-04-18,Spirit Airlines,DFW,PHX,21:30,21:56,26,Air Traffic,2778,CRJ-900
2023-10-06,Frontier Airlines,DFW,LAS,21:30,21:30,0,None,823,Embraer 175
2025-03-19,Hawaiian Airlines,MSP,JFK,18:00,18:07,7,Mechanical,1702,Embraer 175
2024-06-02,Southwest Airlines,DFW,FLL,18:00,18:00,0,None,2437,Boeing 767-300
2023-08-27,United Airlines,MIA,PHX,22:00,22:00,0,None,1274,CRJ-900
2024-04-13,United Airlines,LAS,PHL,11:30,11:30,0,None,2659,Boeing 787-8
2024-02-27,Hawaiian Airlines,DTW,LAX,09:30,09:37,7,Weather,1235,Airbus A321
2024-01-20,Alaska Airlines,SFO,BOS,09:00,09:14,14,Mechanical,853,Boeing 737-900
2024-11-05,JetBlue Airways,ORD,DEN,22:30,22:30,0,None,1283,ATR 72
2024-03-31,JetBlue Airways,SFO,MDW,06:00,06:00,0,None,428,Boeing 737-800
2024-01-12,Hawaiian Airlines,IAH,MSP,08:45,08:45,0,None,1703,Boeing 757-200
2024-08-07,Allegiant Air,PHL,PHX,21:15,21:33,18,Weather,721,Boeing 767-300
2023-08-19,Spirit Airlines,LGA,JFK,21:30,21:30,0,None,991,Embraer 175
2024-01-24,Spirit Airlines,MIA,LGA,11:30,11:45,15,Mechanical,2687,CRJ-900
2024-05-10,Allegiant Air,JFK,DTW,22:30,22:30,0,None,1530,Boeing 787-8
2025-03-09,JetBlue Airways,BWI,DTW,19:30,19:30,0,None,2898,Embraer 175
2024-07-29,Southwest Airlines,DEN,IAH,05:45,05:45,0,None,1484,Airbus A320
2025-03-16,Alaska Airlines,PHX,JFK,05:15,05:41,26,Weather,2155,Boeing 787-8
2025-06-27,United Airlines,LGA,CLT,23:45,23:45,0,None,677,Airbus A320
2023-10-26,Delta Air Lines,LGA,MSP,08:15,08:15,0,None,2073,Airbus A330-200
2024-10-30,Spirit Airlines,SFO,PHL,11:30,12:33,63,Weather,2021,Airbus A320
2024-02-15,Frontier Airlines,ORD,PHX,05:45,05:45,0,None,1206,Airbus A321
2025-01-29,Southwest Airlines,BWI,DTW,16:45,16:45,0,None,719,Boeing 757-200
2024-06-04,United Airlines,BWI,DTW,19:30,20:29,59,Mechanical,494,Airbus A330-200
2025-04-26,Allegiant Air,LAX,IAH,06:30,06:30,0,None,1265,Airbus A330-200
2023-12-05,Hawaiian Airlines,JFK,DFW,17:15,17:15,0,None,840,Boeing 737-900
2023-10-15,Spirit Airlines,MDW,LAX,23:30,23:53,23,Mechanical,1995,Airbus A320
2024-03-15,Delta Air Lines,DFW,BOS,17:45,17:55,10,Security,851,Airbus A330-200
2024-08-24,Allegiant Air,MIA,SFO,11:45,11:51,6,Mechanical,1030,Boeing 737-900
2024-09-18,Southwest Airlines,LAS,CLT,10:15,10:15,0,None,1092,Boeing 767-300
2023-12-04,Allegiant Air,MIA,MSP,17:45,17:45,0,None,2093,Boeing 787-8
2023-09-28,Allegiant Air,DTW,LGA,13:00,13:00,0,None,1212,Airbus A330-200
2025-04-05,Hawaiian Airlines,DFW,LAX,07:30,07:30,0,None,1733,Boeing 787-8
2024-06-14,Alaska Airlines,LAX,MDW,07:45,08:49,64,Weather,807,Boeing 737-900
2024-08-08,Allegiant Air,BWI,MDW,11:30,11:30,0,None,621,Airbus A330-200
2023-12-11,Frontier Airlines,DEN,MIA,14:00,14:00,0,None,1413,Boeing 737-900
2025-03-01,Spirit Airlines,DFW,MDW,16:45,16:45,0,None,251,Airbus A320
2023-10-30,JetBlue Airways,MDW,CLT,12:45,12:45,0,None,580,ATR 72
2023-12-23,United Airlines,MIA,DTW,13:00,13:00,0,None,1318,Boeing 737-800
2025-01-06,JetBlue Airways,SFO,PHL,10:00,10:00,0,None,1687,Boeing 767-300
2025-05-16,JetBlue Airways,PHX,MSP,17:15,17:21,6,Weather,2150,Airbus A330-200
2024-08-29,Spirit Airlines,ORD,SFO,09:15,09:38,23,Weather,1010,Airbus A330-200
2025-01-27,JetBlue Airways,LAX,MSP,22:45,22:45,0,None,2223,Boeing 767-300
2024-01-14,Allegiant Air,FLL,DEN,20:45,20:45,0,None,2721,Airbus A320
2023-12-08,Southwest Airlines,ORD,PHL,08:30,09:43,73,Air Traffic,979,Boeing 787-8
2025-02-21,Allegiant Air,BOS,JFK,06:15,06:44,29,Weather,2372,Boeing 737-800
2025-05-25,Frontier Airlines,PHX,DEN,16:30,16:30,0,None,506,Boeing 737-900
2025-04-30,United Airlines,JFK,ORD,17:00,18:29,89,Weather,2822,Boeing 777-200
2024-01-06,Alaska Airlines,SEA,MIA,08:00,08:24,24,Weather,2274,Boeing 787-8
2024-07-23,American Airlines,LAS,MIA,05:15,05:15,0,None,1464,Boeing 737-900
2025-04-19,JetBlue Airways,DEN,DTW,09:30,10:00,30,Mechanical,1139,ATR 72
2024-11-22,American Airlines,LGA,JFK,16:15,16:15,0,None,1236,Boeing 767-300
2025-06-18,JetBlue Airways,BOS,FLL,13:00,13:07,7,Weather,916,ATR 72
2024-05-26,Spirit Airlines,DTW,FLL,09:15,09:15,0,None,1056,Embraer 175
2023-11-08,Southwest Airlines,FLL,DEN,10:45,10:45,0,None,2981,Boeing 787-8
2023-07-25,Frontier Airlines,LGA,DTW,16:30,16:30,0,None,1054,Boeing 757-200
2025-01-08,Hawaiian Airlines,MSP,MDW,22:45,22:58,13,Weather,438,CRJ-900
2024-07-08,Alaska Airlines,DFW,SEA,16:45,16:45,0,None,2987,CRJ-900
2024-11-03,Southwest Airlines,LAS,MIA,20:30,20:30,0,None,973,Embraer 175
2023-07-19,Alaska Airlines,SEA,CLT,14:45,14:45,0,None,1469,Boeing 777-200
2023-12-23,United Airlines,IAH,LAS,23:30,23:54,24,Air Traffic,2193,Airbus A330-200
2024-12-11,JetBlue Airways,LAX,MDW,20:45,21:09,24,Mechanical,2565,Boeing 737-900
2024-04-07,United Airlines,LGA,DEN,09:30,09:30,0,None,1919,Boeing 777-200
2024-01-24,Delta Air Lines,LAX,BOS,15:45,15:45,0,None,1530,CRJ-900
2024-12-13,American Airlines,LGA,LAS,18:45,19:08,23,Mechanical,1660,Boeing 757-200
2024-12-16,Southwest Airlines,LGA,SFO,18:45,19:47,62,Air Traffic,2216,CRJ-900
2024-02-22,Allegiant Air,LAS,PHX,07:00,07:00,0,None,779,Airbus A330-200
2024-10-25,Hawaiian Airlines,ORD,SEA,22:15,22:20,5,Weather,1440,ATR 72
2024-01-20,Southwest Airlines,LAX,BWI,19:30,19:30,0,None,659,Airbus A320
2024-09-18,Spirit Airlines,JFK,DTW,11:30,11:30,0,None,1865,ATR 72
2024-03-29,Alaska Airlines,ORD,LAX,11:30,11:30,0,None,2618,Embraer 175
2025-04-28,Spirit Airlines,IAH,LGA,22:15,23:45,90,Air Traffic,1747,Boeing 737-800
2024-12-31,United Airlines,CLT,PHX,05:00,05:00,0,None,1270,CRJ-900
2024-05-31,JetBlue Airways,LAX,IAH,05:15,05:15,0,None,2159,Airbus A321
2023-09-29,JetBlue Airways,ORD,MDW,18:00,18:39,39,Security,1001,Boeing 757-200
2024-10-26,Hawaiian Airlines,BOS,LAX,17:45,17:45,0,None,1393,Airbus A330-200
2025-02-05,Hawaiian Airlines,JFK,LGA,11:00,11:27,27,Weather,1612,Airbus A320
2024-09-25,Frontier Airlines,LGA,DTW,18:00,18:00,0,None,1912,Boeing 787-8
2024-03-01,Alaska Airlines,PHX,DFW,20:15,20:15,0,None,2844,Boeing 777-200
2024-10-19,Spirit Airlines,BOS,PHX,09:45,09:45,0,None,2007,Boeing 757-200
2024-06-09,JetBlue Airways,BOS,CLT,14:45,15:14,29,Air Traffic,1557,Boeing 757-200
2023-11-17,JetBlue Airways,DFW,LAX,17:30,17:40,10,Air Traffic,733,Boeing 777-200
2024-09-26,Alaska Airlines,DTW,DFW,17:00,17:15,15,Weather,2223,Boeing 737-800
2025-04-28,Southwest Airlines,MSP,SEA,22:15,22:20,5,Weather,2948,Boeing 737-800
2024-05-08,United Airlines,MIA,PHX,16:30,16:48,18,Air Traffic,1554,Airbus A330-200
2023-10-13,Delta Air Lines,MDW,SFO,09:00,09:00,0,None,1723,Boeing 757-200
2024-05-01,American Airlines,ORD,IAH,10:15,10:15,0,None,2373,Boeing 757-200
2024-08-21,Southwest Airlines,CLT,PHX,14:00,14:00,0,None,1446,Airbus A320
2024-09-07,American Airlines,FLL,IAH,22:15,23:00,45,Weather,1687,Airbus A320
2023-12-29,United Airlines,MDW,DFW,12:00,12:00,0,None,486,Airbus A320
2024-03-26,Allegiant Air,DTW,MDW,09:45,09:45,0,None,1637,Boeing 777-200
2024-07-07,American Airlines,PHX,SEA,13:45,14:23,38,Air Traffic,1876,Boeing 777-200
2025-06-08,Delta Air Lines,LAS,SFO,20:30,20:59,29,Mechanical,441,Airbus A330-200
2025-02-25,American Airlines,ORD,DEN,10:30,11:22,52,Weather,1826,Embraer 175
2024-07-20,Southwest Airlines,FLL,BWI,13:00,13:00,0,None,370,ATR 72
2025-05-31,JetBlue Airways,SEA,MDW,11:30,11:59,29,Security,2129,Embraer 175
2024-03-20,Allegiant Air,SEA,BWI,23:45,00:05,20,Weather,2658,Boeing 767-300
2024-12-29,Southwest Airlines,SEA,PHX,06:00,06:00,0,None,713,Boeing 737-800
2024-06-11,Delta Air Lines,DTW,MSP,06:45,06:45,0,None,1327,Airbus A320
2024-12-23,Frontier Airlines,DTW,LGA,21:45,01:40,235,Weather,2774,ATR 72
2024-11-18,Alaska Airlines,BOS,ORD,08:00,08:00,0,None,382,Boeing 737-800
2025-02-15,Southwest Airlines,MSP,PHL,09:15,09:29,14,Air Traffic,526,Boeing 757-200
2024-09-11,Hawaiian Airlines,PHL,CLT,18:45,18:53,8,Air Traffic,2046,Boeing 767-300
2025-04-14,Allegiant Air,LGA,IAH,14:00,14:00,0,None,1239,Airbus A330-200
2025-03-10,Allegiant Air,SFO,MDW,15:00,15:40,40,Mechanical,556,Embraer 175
2023-12-25,JetBlue Airways,LAX,SFO,14:00,14:00,0,None,820,Boeing 767-300
2023-08-23,Southwest Airlines,CLT,LAX,06:45,08:05,80,Security,2465,Airbus A330-200
2024-04-27,Frontier Airlines,MDW,LAS,17:30,17:30,0,None,387,Boeing 787-8
2023-10-27,United Airlines,CLT,IAH,11:30,11:30,0,None,2202,Airbus A321
2024-07-07,Spirit Airlines,SFO,BOS,14:15,14:15,0,None,2565,Airbus A320
2023-12-07,Hawaiian Airlines,MSP,MIA,14:00,14:00,0,None,640,Boeing 787-8
2024-10-01,Frontier Airlines,DEN,BWI,16:00,16:00,0,None,1139,Boeing 737-900
2024-06-03,Frontier Airlines,FLL,JFK,11:00,11:00,0,None,2220,Boeing 757-200
2023-09-03,Hawaiian Airlines,DEN,PHL,20:30,21:17,47,Air Traffic,991,Embraer 175
2023-08-23,United Airlines,LAX,PHL,22:30,22:30,0,None,671,Airbus A330-200
2024-05-08,Allegiant Air,JFK,MDW,14:00,14:57,57,Mechanical,688,Airbus A330-200
2023-09-05,Hawaiian Airlines,ORD,MIA,17:00,17:00,0,None,825,Airbus A320
2025-06-24,Spirit Airlines,JFK,BWI,17:00,17:09,9,Security,2117,Boeing 767-300
2024-05-25,JetBlue Airways,PHX,PHL,13:45,13:45,0,None,2605,Boeing 737-800
2024-01-16,Allegiant Air,SEA,JFK,14:30,14:30,0,None,2035,CRJ-900
2024-07-06,Delta Air Lines,LAX,IAH,17:15,17:15,0,None,2069,Airbus A320
2024-04-08,American Airlines,MIA,BWI,05:00,05:00,0,None,2654,ATR 72
2023-07-18,JetBlue Airways,MIA,PHX,14:45,14:45,0,None,201,Boeing 737-800
2024-07-14,Spirit Airlines,LGA,ORD,16:15,16:15,0,None,961,Boeing 757-200
2023-07-20,Southwest Airlines,LAX,BWI,11:30,11:30,0,None,233,ATR 72
2024-12-28,United Airlines,SEA,FLL,21:15,21:15,0,None,2629,Boeing 737-800
2024-03-25,Hawaiian Airlines,MDW,LAS,14:45,14:52,7,Air Traffic,819,ATR 72
2023-10-13,American Airlines,SEA,MDW,20:15,20:21,6,Air Traffic,1020,Airbus A330-200
2024-05-28,Delta Air Lines,LAS,LGA,19:15,19:44,29,Air Traffic,473,Boeing 767-300
2025-06-22,Southwest Airlines,IAH,MIA,18:00,18:00,0,None,2881,Boeing 757-200
2024-10-27,Southwest Airlines,LAS,IAH,08:30,08:30,0,None,467,Airbus A321
2023-09-12,Hawaiian Airlines,LAS,MSP,14:15,14:37,22,Mechanical,1566,Embraer 175
2024-11-09,Alaska Airlines,IAH,CLT,12:15,13:20,65,Weather,1006,Airbus A330-200
2025-04-29,Frontier Airlines,MIA,JFK,18:30,19:40,70,Weather,719,Embraer 175
2024-02-27,American Airlines,DEN,ORD,14:00,14:00,0,None,2488,CRJ-900
2023-12-26,Frontier Airlines,SFO,PHL,21:30,21:30,0,None,1980,Airbus A321
2023-09-10,Hawaiian Airlines,MIA,SEA,09:15,09:21,6,Mechanical,2931,Embraer 175
2024-06-24,Spirit Airlines,FLL,ORD,15:45,15:45,0,None,1182,Boeing 777-200
2023-08-24,Southwest Airlines,CLT,BOS,15:00,15:00,0,None,1442,Boeing 757-200
2025-06-14,JetBlue Airways,LAS,BWI,07:30,08:00,30,Mechanical,2478,Boeing 737-800
2023-10-19,United Airlines,DTW,MSP,18:30,18:30,0,None,1999,Boeing 787-8
2024-08-06,Frontier Airlines,LGA,SEA,16:00,16:00,0,None,1191,Embraer 175
2025-02-17,JetBlue Airways,PHX,LGA,15:30,15:43,13,Weather,2190,CRJ-900
2024-09-09,Southwest Airlines,CLT,PHL,14:00,14:00,0,None,2758,Airbus A320
2025-03-29,United Airlines,MDW,PHL,20:30,21:03,33,Mechanical,806,Boeing 767-300
2023-09-27,JetBlue Airways,JFK,MDW,19:00,19:00,0,None,1221,Airbus A320
2024-08-30,American Airlines,SFO,DFW,08:15,08:15,0,None,966,Airbus A321
2024-12-31,Delta Air Lines,LAS,ORD,22:45,22:45,0,None,2630,Boeing 757-200
2025-04-29,Frontier Airlines,SEA,DFW,19:45,20:17,32,Weather,1875,Embraer 175
2023-12-20,Allegiant Air,IAH,MDW,05:00,05:00,0,None,640,Boeing 767-300
2025-03-27,JetBlue Airways,MIA,FLL,21:45,21:45,0,None,1685,Boeing 737-800
2023-07-01,Southwest Airlines,ORD,MSP,09:30,09:42,12,Weather,2208,Boeing 757-200
2024-02-20,Spirit Airlines,DFW,MIA,13:30,13:30,0,None,2805,Airbus A330-200
2024-11-14,JetBlue Airways,SEA,JFK,05:30,05:30,0,None,2896,Airbus A320
2025-04-23,United Airlines,DFW,MDW,10:00,10:00,0,None,1140,Boeing 777-200
2024-11-17,Spirit Airlines,PHX,MIA,17:00,17:23,23,Mechanical,521,Boeing 767-300
2024-02-12,Spirit Airlines,IAH,DFW,16:30,16:46,16,Air Traffic,1309,Boeing 757-200
2024-06-28,Delta Air Lines,DEN,JFK,09:00,09:27,27,Weather,2668,Airbus A320
2024-02-05,Allegiant Air,BOS,LAX,05:45,05:45,0,None,1274,Boeing 777-200
2025-03-25,JetBlue Airways,JFK,DFW,19:30,19:30,0,None,2523,Boeing 737-900
2024-06-18,Southwest Airlines,CLT,LAS,10:15,11:11,56,Security,2799,Boeing 757-200
2025-04-26,Hawaiian Airlines,PHL,MSP,06:00,06:15,15,Mechanical,2184,Boeing 777-200
2023-11-01,JetBlue Airways,DEN,DTW,15:00,15:00,0,None,2030,Boeing 767-300
2023-08-01,JetBlue Airways,MSP,DEN,12:15,12:15,0,None,1378,Boeing 777-200
2025-04-06,Spirit Airlines,SFO,SEA,14:30,14:30,0,None,1429,Boeing 787-8
2024-11-20,Spirit Airlines,LAS,LAX,16:30,16:30,0,None,2048,ATR 72
2023-08-17,Delta Air Lines,BOS,DFW,07:00,07:00,0,None,2814,Airbus A320
2025-05-10,Allegiant Air,FLL,LAX,16:30,16:41,11,Security,628,Airbus A321
2024-11-12,Hawaiian Airlines,LGA,PHX,21:00,21:07,7,Weather,1855,Boeing 787-8
2024-04-03,JetBlue Airways,LGA,ORD,05:45,05:53,8,Air Traffic,2439,Airbus A321
2024-04-21,United Airlines,MIA,BOS,14:30,14:30,0,None,776,Boeing 737-900
2023-08-05,Southwest Airlines,MSP,DTW,22:45,22:45,0,None,2845,Airbus A330-200
2024-06-30,Southwest Airlines,PHL,SEA,09:00,09:00,0,None,2627,Boeing 787-8
2025-02-17,Delta Air Lines,SEA,BOS,12:15,12:26,11,Weather,1212,Boeing 777-200
2023-12-27,Hawaiian Airlines,SFO,PHL,17:00,17:00,0,None,2962,Boeing 737-800
2024-11-12,Alaska Airlines,SFO,BOS,12:15,12:15,0,None,2404,Airbus A321
2025-05-14,Southwest Airlines,PHX,DFW,10:15,10:15,0,None,681,Boeing 787-8
2025-06-04,JetBlue Airways,LGA,DFW,11:15,11:28,13,Air Traffic,2594,Embraer 175
2024-04-04,American Airlines,DEN,CLT,18:15,18:15,0,None,1952,ATR 72
2024-02-03,American Airlines,BWI,MIA,05:45,05:45,0,None,764,CRJ-900
2023-09-23,Frontier Airlines,MIA,LAS,13:15,13:15,0,None,1944,Airbus A330-200
2024-09-27,Allegiant Air,SEA,BOS,18:30,18:30,0,None,1327,Boeing 787-8
2024-12-19,JetBlue Airways,IAH,LGA,11:30,11:30,0,None,628,Embraer 175
2025-05-07,Southwest Airlines,IAH,JFK,06:45,06:45,0,None,2947,Airbus A321
2024-03-30,Delta Air Lines,MIA,PHX,05:45,05:45,0,None,2835,Airbus A321
2023-08-07,Southwest Airlines,LGA,BWI,16:15,16:41,26,Mechanical,2554,Airbus A320
2024-05-23,Alaska Airlines,LAS,DTW,19:00,19:29,29,Weather,1920,Boeing 757-200
2025-01-14,Alaska Airlines,LGA,LAS,15:15,15:15,0,None,1736,ATR 72
2024-04-20,American Airlines,MSP,DTW,05:30,05:37,7,Weather,510,Airbus A330-200
2024-03-22,Delta Air Lines,DTW,BWI,05:00,05:00,0,None,2003,Airbus A321
2024-08-11,Frontier Airlines,MDW,BOS,19:30,19:30,0,None,263,Airbus A320
2024-11-27,Spirit Airlines,DEN,PHX,05:45,05:45,0,None,665,CRJ-900
2025-01-31,Delta Air Lines,PHX,SEA,18:00,18:00,0,None,2840,Boeing 757-200
2025-03-06,JetBlue Airways,CLT,FLL,06:15,06:27,12,Weather,1827,Boeing 757-200
2025-01-04,Frontier Airlines,DEN,SFO,22:45,23:50,65,Air Traffic,967,Airbus A321
2024-12-27,United Airlines,JFK,BWI,08:30,09:21,51,Weather,600,Embraer 175
2025-02-27,JetBlue Airways,MDW,LAS,15:30,15:30,0,None,771,CRJ-900
2025-04-27,Spirit Airlines,MDW,LAS,22:15,22:15,0,None,480,Airbus A321
2023-10-12,American Airlines,LGA,BWI,12:30,12:30,0,None,2147,Boeing 787-8
2024-08-01,American Airlines,PHL,MSP,14:30,14:30,0,None,393,ATR 72
2024-09-10,JetBlue Airways,SEA,JFK,21:15,21:15,0,None,1785,ATR 72
2025-02-13,Spirit Airlines,ORD,BOS,23:30,23:30,0,None,2239,Boeing 757-200
2023-07-31,United Airlines,LAX,DEN,08:00,08:00,0,None,2256,CRJ-900
2025-02-21,Delta Air Lines,MSP,SEA,15:15,15:15,0,None,1573,Embraer 175
2025-03-04,Allegiant Air,LAS,DFW,17:30,18:52,82,Air Traffic,815,Airbus A330-200
2024-05-28,American Airlines,CLT,IAH,08:30,08:58,28,Weather,1493,Boeing 777-200
2024-08-13,Allegiant Air,MDW,IAH,06:15,06:15,0,None,2364,Boeing 737-900
2024-01-12,Hawaiian Airlines,FLL,SFO,20:00,20:00,0,None,1664,CRJ-900
2025-06-10,Delta Air Lines,BOS,JFK,16:00,17:27,87,Weather,1016,Boeing 757-200
2025-03-28,Southwest Airlines,MIA,DEN,06:15,06:25,10,Air Traffic,2436,Embraer 175
2025-01-04,Alaska Airlines,DTW,JFK,18:00,18:00,0,None,1301,Boeing 767-300
2023-07-24,JetBlue Airways,DEN,CLT,13:30,13:30,0,None,742,Airbus A320
2025-02-04,Frontier Airlines,LAS,DFW,16:00,17:23,83,Security,1470,Boeing 737-800
2024-02-28,JetBlue Airways,FLL,BWI,20:45,20:45,0,None,2826,Boeing 737-900
2024-09-07,Hawaiian Airlines,MDW,LAS,08:30,09:07,37,Weather,1837,Boeing 787-8
2023-08-10,Delta Air Lines,MSP,PHL,22:30,22:30,0,None,990,Embraer 175
2024-01-01,American Airlines,FLL,DFW,22:30,23:47,77,Weather,1639,Boeing 767-300
2024-01-22,Southwest Airlines,SEA,IAH,13:30,13:35,5,Weather,263,Airbus A321
2025-06-17,American Airlines,SEA,JFK,08:15,08:15,0,None,835,Airbus A321
2023-08-17,Spirit Airlines,FLL,DEN,11:30,11:30,0,None,1275,Boeing 777-200
2025-06-05,Spirit Airlines,SFO,BOS,05:15,05:15,0,None,258,Boeing 777-200
2024-02-09,Hawaiian Airlines,LAS,BWI,11:45,11:45,0,None,2854,CRJ-900
2025-01-03,Allegiant Air,DFW,MSP,23:15,23:15,0,None,2864,Boeing 787-8
2024-04-21,Hawaiian Airlines,DEN,BWI,20:15,20:15,0,None,1678,Boeing 737-800
2024-11-03,Hawaiian Airlines,ORD,LGA,08:00,08:00,0,None,2674,Boeing 757-200
2024-11-22,Alaska Airlines,LGA,PHL,08:00,08:00,0,None,95,Embraer 175
2024-02-29,Allegiant Air,SEA,SFO,09:15,10:38,83,Weather,2853,Boeing 757-200
2025-05-22,Hawaiian Airlines,LGA,BOS,13:00,13:00,0,None,2218,ATR 72
2024-01-11,Alaska Airlines,ORD,LAS,21:45,21:58,13,Weather,608,CRJ-900
2024-03-23,American Airlines,MIA,LAX,13:15,13:15,0,None,1228,Boeing 777-200
2024-05-25,Hawaiian Airlines,BOS,SEA,06:45,06:45,0,None,2044,Boeing 757-200
2025-05-06,Spirit Airlines,PHL,CLT,23:00,23:30,30,Weather,1105,Airbus A330-200
2023-10-22,JetBlue Airways,ORD,LAX,14:00,14:00,0,None,2600,Boeing 737-800
2025-02-14,United Airlines,DFW,FLL,15:45,15:45,0,None,490,Airbus A321
2025-04-29,Allegiant Air,PHX,PHL,22:45,23:30,45,Weather,1661,Boeing 757-200
2023-11-20,Hawaiian Airlines,LAS,LAX,09:30,09:39,9,Weather,982,Boeing 757-200
2023-10-10,Spirit Airlines,DEN,DFW,13:00,17:17,257,Weather,2903,Boeing 737-800
2023-10-13,Frontier Airlines,LAS,FLL,15:30,15:30,0,None,2267,CRJ-900
2025-03-20,Delta Air Lines,DTW,CLT,22:00,22:20,20,Mechanical,2170,Embraer 175
2023-10-02,Spirit Airlines,LGA,BWI,12:30,12:30,0,None,2267,Boeing 787-8
2024-09-24,Allegiant Air,BWI,DFW,21:00,21:36,36,Air Traffic,2613,Boeing 777-200
2024-10-29,American Airlines,ORD,SFO,18:15,19:24,69,Weather,552,Boeing 777-200
2023-09-12,Delta Air Lines,MDW,DFW,10:15,10:15,0,None,810,Boeing 787-8
2024-03-23,Hawaiian Airlines,LAS,MDW,17:15,17:15,0,None,2849,Boeing 787-8
2024-06-11,Delta Air Lines,JFK,LGA,15:15,15:15,0,None,2851,Airbus A321
2025-04-24,Southwest Airlines,MDW,LGA,13:00,13:00,0,None,1199,Airbus A330-200
2025-03-18,American Airlines,MIA,BWI,17:45,17:53,8,Mechanical,346,Boeing 777-200
2023-08-02,Frontier Airlines,DEN,MSP,08:30,08:30,0,None,282,Boeing 767-300
2024-01-18,Delta Air Lines,PHX,MSP,14:15,14:24,9,Mechanical,2778,Embraer 175
2025-06-19,Alaska Airlines,PHX,MSP,18:15,19:00,45,Weather,2652,Boeing 777-200
2024-07-10,Delta Air Lines,CLT,IAH,06:15,06:15,0,None,290,Embraer 175
2024-03-30,Alaska Airlines,LGA,ORD,10:45,10:54,9,Security,1846,Airbus A320
2025-04-13,Hawaiian Airlines,LAX,PHL,06:00,06:00,0,None,2693,Boeing 777-200
2024-08-10,Hawaiian Airlines,LAS,BWI,05:45,05:45,0,None,2166,Boeing 787-8
2024-09-09,Delta Air Lines,JFK,BWI,08:15,08:41,26,Weather,791,CRJ-900
2023-10-13,American Airlines,SEA,IAH,10:15,11:50,95,Air Traffic,2127,Boeing 767-300
2024-01-06,Allegiant Air,BWI,BOS,14:00,14:00,0,None,1300,Boeing 787-8
2025-02-19,Delta Air Lines,LAX,DFW,17:15,17:28,13,Air Traffic,1911,Boeing 757-200
2024-04-14,Delta Air Lines,LAS,SFO,07:00,07:14,14,Weather,685,ATR 72
2025-03-31,Delta Air Lines,ORD,FLL,15:45,16:07,22,Weather,267,Airbus A330-200
2024-10-30,JetBlue Airways,BWI,FLL,19:00,22:05,185,Mechanical,2683,Airbus A321
2024-09-07,Frontier Airlines,PHX,ORD,20:30,20:30,0,None,2734,Boeing 737-900
2025-06-15,Southwest Airlines,BOS,LAX,20:15,20:15,0,None,722,Airbus A321
2024-01-01,Spirit Airlines,BWI,MIA,11:30,11:30,0,None,1032,Airbus A320
2023-08-26,Allegiant Air,DTW,DFW,14:45,14:45,0,None,1130,Boeing 757-200
2024-03-07,Delta Air Lines,FLL,BWI,17:15,17:15,0,None,577,CRJ-900
2023-08-27,Spirit Airlines,ORD,SEA,12:15,12:15,0,None,1393,Airbus A330-200
2023-11-18,Allegiant Air,FLL,IAH,10:00,10:00,0,None,2745,ATR 72
2023-12-27,Spirit Airlines,DTW,BOS,20:45,21:04,19,Weather,2780,Boeing 737-900
2025-02-11,Hawaiian Airlines,DFW,BOS,12:15,13:27,72,Weather,1239,Boeing 777-200
2024-11-20,Alaska Airlines,SEA,MDW,05:30,05:30,0,None,1159,Airbus A330-200
2024-01-07,United Airlines,BWI,FLL,08:30,09:10,40,Weather,502,Airbus A330-200
2025-06-26,United Airlines,MDW,BOS,17:00,17:14,14,Weather,2983,Boeing 737-900
2024-09-20,American Airlines,DFW,LGA,18:15,18:29,14,Weather,713,Boeing 767-300
2023-10-27,United Airlines,MDW,ORD,21:45,21:45,0,None,1861,Boeing 777-200
2023-07-16,JetBlue Airways,PHX,PHL,06:15,06:15,0,None,2956,Airbus A321
2025-03-20,Allegiant Air,LAS,DTW,15:45,15:45,0,None,1530,Boeing 757-200
2023-08-22,Southwest Airlines,IAH,ORD,18:15,18:15,0,None,1982,Boeing 737-900
2024-09-17,Spirit Airlines,ORD,DEN,06:15,07:27,72,Security,1703,CRJ-900
2024-12-13,American Airlines,LAS,MSP,21:30,21:46,16,Security,1850,Boeing 757-200
2025-04-18,Hawaiian Airlines,BWI,MDW,20:00,20:54,54,Weather,621,Airbus A321
2025-01-09,Delta Air Lines,PHX,FLL,06:30,06:51,21,Weather,1724,Boeing 787-8
2024-07-25,Southwest Airlines,LAX,SEA,12:30,12:40,10,Air Traffic,1070,Airbus A330-200
2024-07-11,Frontier Airlines,DTW,MSP,22:15,22:39,24,Weather,2339,Airbus A320
2025-01-05,Frontier Airlines,MSP,ORD,21:30,21:30,0,None,2950,Airbus A321
2024-01-19,JetBlue Airways,LGA,ORD,19:45,19:51,6,Mechanical,1921,Boeing 757-200
2023-09-23,Spirit Airlines,SEA,JFK,20:45,20:45,0,None,2304,ATR 72
2024-08-25,Allegiant Air,FLL,ORD,15:30,15:30,0,None,2497,Airbus A320
2025-04-29,Alaska Airlines,BOS,PHX,21:15,21:15,0,None,1989,Airbus A321
2024-11-12,Alaska Airlines,SFO,LAS,17:45,17:50,5,Weather,1051,Airbus A320
2024-06-16,Frontier Airlines,DTW,DFW,13:30,13:30,0,None,293,Boeing 737-800
2024-04-12,Frontier Airlines,SFO,DFW,08:45,09:07,22,Air Traffic,1980,CRJ-900
